                                                                                                                                                          HISTORY OF SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Customer;;;;;;;;;;;;;Report Date;1/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Item;;;;;;;;;;;;;User;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salesrep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start Date;1/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Date;1/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sales Order #;Org Id;Warehouse Id;Year;Month;Invoice Number;Document Number;Invoice GL Date;Invoice Date;Customer Name;Cost Center;Major;Minor;Unique;Item (Product);Quantity Invoiced;U of M;Local Unit Selling Price;Local Sales Amount;Local Unit Cost;Local Fiscal Cost;Local Gross Profit;Gross Profit Margin %;USD Sales Amt;USD Cost of Goods;USD Gross Profit;USD Gross Profit Margin %;VAT;Slsrep Name;Customer #;Tran Type;Sales Order #;IBU;Group IBU;Sub IBU;Pack Code;Purchase Order Info;Item (Product) Code;REFERENCE;Dispatch Date;Dispatch Customer;Dispatch Cust Name;Dispatch Destination;Controlled Product;Currency;Exchange Rate Usd;Incoterm;Line Type;Quantity in KG;UoM Conversion;Transaction Date;Fiscal Number;;;
01-1-86636;623;;2022;9;01-1-86636;;29-sep-22;3-sep-22;SISTEMAS MEDICOS ALARIS SA DE CV;1220;;;;Data Conversion Opening balance;1;;66,45;26.479,13;0;0;26.479,13;100%;1.326,51;0;1.326,51;100%;0%;Samantha Acevedo;1080649;BLA_CONVERSION_INV;01-1-86636;Polymers;Plastics;Injection moulding;;;;01-1-86636;;;SISTEMAS MEDICOS ALARIS SA DE CV;MEXICO;;USD;19,9615;;LINE;0;0;;??;;;
01-1-86637;623;;2022;9;01-1-86637;;29-sep-22;3-sep-22;SISTEMAS MEDICOS ALARIS SA DE CV;1220;;;;Data Conversion Opening balance;1;;112,41;44.792,81;0;0;44.792,81;100%;2.243,96;0;2.243,96;100%;0%;Samantha Acevedo;1080649;BLA_CONVERSION_INV;01-1-86637;Polymers;Plastics;Injection moulding;;;;01-1-86637;;;SISTEMAS MEDICOS ALARIS SA DE CV;MEXICO;;USD;19,9615;;LINE;0;0;;??;;;
01-1-86638;623;;2022;9;01-1-86638;;29-sep-22;3-sep-22;MEDIMEXICO S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;31.363,72;31.363,72;0;0;31.363,72;100%;1.571,22;0;1.571,22;100%;0%;Samantha Acevedo;1080676;BLA_CONVERSION_INV;01-1-86638;Polymers;Plastics;Injection moulding;;;;01-1-86638;;;MEDIMEXICO S DE RL DE CV;MEXICO;;MXN;19,9615;;LINE;0;0;;??;;;
01-1-86639;623;;2022;9;01-1-86639;;29-sep-22;6-sep-22;CALIFORNIA QUIMICA INDUSTRIAL SA DE CV;1220;;;;Data Conversion Opening balance;1;;32,92;13.129,67;0;0;13.129,67;100%;657,46;0;657,46;100%;0%;Alfonso Suárez;1080503;BLA_CONVERSION_INV;01-1-86639;Multi-Industry (Others);Distributors;Distributors Others;;;;01-1-86639;;;CALIFORNIA QUIMICA INDUSTRIAL SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86640;623;;2022;9;01-1-86640;;29-sep-22;6-sep-22;ORTOTEC DE BC MX SA DE CV;1220;;;;Data Conversion Opening balance;1;;36,97;14.743,07;0;0;14.743,07;100%;738,25;0;738,25;100%;0%;Arcelia Domínguez;1080764;BLA_CONVERSION_INV;01-1-86640;Multi-Industry (Others);Other;All Others;;;;01-1-86640;;;ORTOTEC DE BC MX SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86641;623;;2022;9;01-1-86641;;29-sep-22;6-sep-22;SCHLAGE LOCK CO, LLC;1220;;;;Data Conversion Opening balance;1;;123,93;49.426,49;0;0;49.426,49;100%;2.475,00;0;2.475,00;100%;0%;Christian Valdivia;1080711;BLA_CONVERSION_INV;01-1-86641;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86641;;;SCHLAGE LOCK CO, LLC;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86642;623;;2022;9;01-1-86642;;29-sep-22;6-sep-22;COMERCIALIZADORA COSTA BELLA S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;76,82;30.635,04;0;0;30.635,04;100%;1.534,03;0;1.534,03;100%;0%;Christian Valdivia;1080609;BLA_CONVERSION_INV;01-1-86642;Multi-Industry (Others);Distributors;Chemical Distributors;;;;01-1-86642;;;COMERCIALIZADORA COSTA BELLA S DE RL DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86643;623;;2022;9;01-1-86643;;29-sep-22;6-sep-22;BAJA FUR, SA DE CV;1220;;;;Data Conversion Opening balance;1;;99,75;39.779,84;0;0;39.779,84;100%;1.991,95;0;1.991,95;100%;0%;Christian Valdivia;1080807;BLA_CONVERSION_INV;01-1-86643;Multi-Industry (Others);Other;All Others;;;;01-1-86643;;;BAJA FUR, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86644;623;;2022;9;01-1-86644;;29-sep-22;6-sep-22;PRODUCTOS UROLOGOS DE MEXICO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;130,93;52.226,74;0;0;52.226,74;100%;2.614,72;0;2.614,72;100%;0%;David Oceguera;1080729;BLA_CONVERSION_INV;01-1-86644;Polymers;Plastics;Extrusion;;;;01-1-86644;;;PRODUCTOS UROLOGOS DE MEXICO, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86645;623;;2022;9;01-1-86645;;29-sep-22;6-sep-22;ANZHER SOLUTIONS S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;139,28;55.545,99;0;0;55.545,99;100%;2.781,43;0;2.781,43;100%;0%;Samantha Acevedo;1080591;BLA_CONVERSION_INV;01-1-86645;ACES;Coatings;Multi Coatings;;;;01-1-86645;;;ANZHER SOLUTIONS S DE RL DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86648;623;;2022;9;01-1-86648;;29-sep-22;6-sep-22;SOL-BLENDS, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;94,98;37.881,06;0;0;37.881,06;100%;1.896,87;0;1.896,87;100%;0%;David Oceguera;1080730;BLA_CONVERSION_INV;01-1-86648;Automotive;Autoparts;Anodized and Platined;;;;01-1-86648;;;SOL-BLENDS, S DE RL DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86649;623;;2022;9;01-1-86649;;29-sep-22;6-sep-22;CO PRODUCTION DE TIJUANA, SA DE CV;1220;;;;Data Conversion Opening balance;1;;43,72;17.437,67;0;0;17.437,67;100%;873,18;0;873,18;100%;0%;Alfonso Suárez;1080728;BLA_CONVERSION_INV;01-1-86649;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86649;;;CO PRODUCTION DE TIJUANA, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86650;623;;2022;9;01-1-86650;;29-sep-22;6-sep-22;KATOLEC DE BAJA CALIFORNIA, SA DE CV;1220;;;;Data Conversion Opening balance;1;;33,37;13.307,41;0;0;13.307,41;100%;666,36;0;666,36;100%;0%;David Oceguera;1080553;BLA_CONVERSION_INV;01-1-86650;Automotive;Autoparts;Power Train;;;;01-1-86650;;;KATOLEC DE BAJA CALIFORNIA, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86655;623;;2022;9;01-1-86655;;29-sep-22;6-sep-22;GAMBRO RENAL PRODUCTS, INC;1220;;;;Data Conversion Opening balance;1;;74,33;29.644,31;0;0;29.644,31;100%;1.484,42;0;1.484,42;100%;0%;Samantha Acevedo;1080710;BLA_CONVERSION_INV;01-1-86655;Polymers;Plastics;Injection moulding;;;;01-1-86655;;;GAMBRO RENAL PRODUCTS, INC;AMERICA;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86656;623;;2022;9;01-1-86656;;29-sep-22;6-sep-22;PRECISION PLATING, SA DE CV;1220;;;;Data Conversion Opening balance;1;;30,83;12.293,72;0;0;12.293,72;100%;615,6;0;615,6;100%;0%;Christian Valdivia;1080648;BLA_CONVERSION_INV;01-1-86656;Multi-Industry (Others);Metal Working;Basic metals;;;;01-1-86656;;;PRECISION PLATING, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86657;623;;2022;9;01-1-86657;;29-sep-22;6-sep-22;PULIDOS INDUSTRIALES, SA DE CV;1220;;;;Data Conversion Opening balance;1;;220,16;83.814,95;0;0;83.814,95;100%;4.196,98;0;4.196,98;100%;0%;Christian Valdivia;1080610;BLA_CONVERSION_INV;01-1-86657;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86657;;;PULIDOS INDUSTRIALES, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86658;623;;2022;9;01-1-86658;;29-sep-22;6-sep-22;MEDIMEXICO S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;45.923,98;45.923,98;0;0;45.923,98;100%;2.299,61;0;2.299,61;100%;0%;Samantha Acevedo;1080676;BLA_CONVERSION_INV;01-1-86658;Polymers;Plastics;Injection moulding;;;;01-1-86658;;;MEDIMEXICO S DE RL DE CV;MEXICO;;MXN;19,9703;;LINE;0;0;;??;;;
01-1-86659;623;;2022;9;01-1-86659;;29-sep-22;6-sep-22;COMERCIALIZADORA COSTA BELLA S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;93;37.091,24;0;0;37.091,24;100%;1.857,32;0;1.857,32;100%;0%;Christian Valdivia;1080609;BLA_CONVERSION_INV;01-1-86659;Multi-Industry (Others);Distributors;Chemical Distributors;;;;01-1-86659;;;COMERCIALIZADORA COSTA BELLA S DE RL DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86660;623;;2022;9;01-1-86660;;29-sep-22;6-sep-22;SCHLAGE DE MEXICO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;5,26;2.099,68;0;0;2.099,68;100%;105,14;0;105,14;100%;0%;Christian Valdivia;1080628;BLA_CONVERSION_INV;01-1-86660;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86660;;;SCHLAGE DE MEXICO, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86661;623;;2022;9;01-1-86661;;29-sep-22;6-sep-22;SCHLAGE DE MEXICO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;5,26;2.099,68;0;0;2.099,68;100%;105,14;0;105,14;100%;0%;Christian Valdivia;1080628;BLA_CONVERSION_INV;01-1-86661;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86661;;;SCHLAGE DE MEXICO, SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86662;623;;2022;9;01-1-86662;;29-sep-22;6-sep-22;TRELLEBORG PIPE SEALS TIJUANA SA DE CV;1220;;;;Data Conversion Opening balance;1;;22,61;9.015,39;0;0;9.015,39;100%;451,44;0;451,44;100%;0%;Marco Montes;1080558;BLA_CONVERSION_INV;01-1-86662;Polymers;Plastics;Injection moulding;;;;01-1-86662;;;TRELLEBORG PIPE SEALS TIJUANA SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
01-1-86665;623;;2022;9;01-1-86665;;29-sep-22;8-sep-22;SINIL INDUSTRY S.A. DE C.V;1220;;;;Data Conversion Opening balance;1;;34,48;13.638,66;0;0;13.638,66;100%;685,78;0;685,78;100%;0%;Marco Montes;1080586;BLA_CONVERSION_INV;01-1-86665;Water Treatement / Pulp & Paper;Pulp & Paper;Pulp & Paper Others;;;;01-1-86665;;;SINIL INDUSTRY S.A. DE C.V;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86667;623;;2022;9;01-1-86667;;29-sep-22;8-sep-22;NPA DE MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;228,08;90.221,06;0;0;90.221,06;100%;4.536,00;0;4.536,00;100%;0%;David Oceguera;1080681;BLA_CONVERSION_INV;01-1-86667;Polymers;Plastics;Injection moulding;;;;01-1-86667;;;NPA DE MEXICO, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86668;623;;2022;9;01-1-86668;;29-sep-22;8-sep-22;ANZHER SOLUTIONS S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;13,59;5.376,67;0;0;5.376,67;100%;270,35;0;270,35;100%;0%;Samantha Acevedo;1080591;BLA_CONVERSION_INV;01-1-86668;ACES;Coatings;Multi Coatings;;;;01-1-86668;;;ANZHER SOLUTIONS S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86669;623;;2022;9;01-1-86669;;29-sep-22;8-sep-22;SURGICAL SPECIALTIES MEXICO S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;20.478,13;20.478,13;0;0;20.478,13;100%;1.029,68;0;1.029,68;100%;0%;Christian Valdivia;1080769;BLA_CONVERSION_INV;01-1-86669;Multi-Industry (Others);Metal Working;Basic metals;;;;01-1-86669;;;SURGICAL SPECIALTIES MEXICO S DE RL DE CV;MEXICO;;MXN;19,8878;;LINE;0;0;;??;;;
01-1-86670;623;;2022;9;01-1-86670;;29-sep-22;8-sep-22;CARL ZEISS VISION INC.;1220;;;;Data Conversion Opening balance;1;;79,76;31.548,02;0;0;31.548,02;100%;1.586,30;0;1.586,30;100%;0%;David Oceguera;1080712;BLA_CONVERSION_INV;01-1-86670;Polymers;Plastics;Polymers Others;;;;01-1-86670;;;CARL ZEISS VISION INC.;AMERICA;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86671;623;;2022;9;01-1-86671;;29-sep-22;8-sep-22;CARL ZEISS VISION INC.;1220;;;;Data Conversion Opening balance;1;;22,13;8.753,62;0;0;8.753,62;100%;440,15;0;440,15;100%;0%;David Oceguera;1080712;BLA_CONVERSION_INV;01-1-86671;Polymers;Plastics;Polymers Others;;;;01-1-86671;;;CARL ZEISS VISION INC.;AMERICA;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86672;623;;2022;9;01-1-86672;;29-sep-22;8-sep-22;CARL ZEISS VISION MANUFACTURA DE MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;20,68;8.179,06;0;0;8.179,06;100%;411,26;0;411,26;100%;0%;David Oceguera;1080579;BLA_CONVERSION_INV;01-1-86672;Polymers;Plastics;Polymers Others;;;;01-1-86672;;;CARL ZEISS VISION MANUFACTURA DE MEXICO, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86673;623;;2022;9;01-1-86673;;29-sep-22;8-sep-22;PARKER INDUSTRIAL, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;113,97;45.079,68;0;0;45.079,68;100%;2.266,70;0;2.266,70;100%;0%;David Oceguera;1080568;BLA_CONVERSION_INV;01-1-86673;Polymers;Plastics;Injection moulding;;;;01-1-86673;;;PARKER INDUSTRIAL, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
01-1-86674;623;;2022;9;01-1-86674;;29-sep-22;9-sep-22;GARCIA AVITIA ALMA VERENICE;1220;;;;Data Conversion Opening balance;1;;139,93;55.658,12;0;0;55.658,12;100%;2.790,72;0;2.790,72;100%;0%;Arcelia Domínguez;1080531;BLA_CONVERSION_INV;01-1-86674;Multi-Industry (Others);Distributors;Chemical Distributors;;;;01-1-86674;;;GARCIA AVITIA ALMA VERENICE;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86675;623;;2022;9;01-1-86675;;29-sep-22;9-sep-22;PEGAMENTOS Y PRODUCTOS INDUSTRIALES, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;25,88;10.293,70;0;0;10.293,70;100%;516,13;0;516,13;100%;0%;Samantha Acevedo;1080647;BLA_CONVERSION_INV;01-1-86675;ACES;Adhesives/Sealants;Adhesives;;;;01-1-86675;;;PEGAMENTOS Y PRODUCTOS INDUSTRIALES, S.A. DE C.V.;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86676;623;;2022;9;01-1-86676;;29-sep-22;9-sep-22;PEGAMENTOS Y PRODUCTOS INDUSTRIALES, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;24,15;9.606,63;0;0;9.606,63;100%;481,68;0;481,68;100%;0%;Sandra López;1080647;BLA_CONVERSION_INV;01-1-86676;ACES;Adhesives/Sealants;Adhesives;;;;01-1-86676;;;PEGAMENTOS Y PRODUCTOS INDUSTRIALES, S.A. DE C.V.;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86677;623;;2022;9;01-1-86677;;29-sep-22;9-sep-22;YESO INDUSTRIAL DE NAVOJOA SA DE CV;1220;;;;Data Conversion Opening balance;1;;367,59;146.223,45;0;0;146.223,45;100%;7.331,20;0;7.331,20;100%;0%;Sandra López;1080587;BLA_CONVERSION_INV;01-1-86677;ACES;Construction;Cement-based products;;;;01-1-86677;;;YESO INDUSTRIAL DE NAVOJOA SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86678;623;;2022;9;01-1-86678;;29-sep-22;9-sep-22;PRODUCTOS PICANTES DE BAJA CALIF;1220;;;;Data Conversion Opening balance;1;;119,85;47.672,94;0;0;47.672,94;100%;2.390,34;0;2.390,34;100%;0%;Claudia Cisneros;1080646;BLA_CONVERSION_INV;01-1-86678;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;01-1-86678;;;PRODUCTOS PICANTES DE BAJA CALIF;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86679;623;;2022;9;01-1-86679;;29-sep-22;9-sep-22;CHEMICOMAYS DE MEXICO S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;41,59;16.542,35;0;0;16.542,35;100%;829,44;0;829,44;100%;0%;Samantha Acevedo;1080607;BLA_CONVERSION_INV;01-1-86679;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86679;;;CHEMICOMAYS DE MEXICO S DE RL DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86680;623;;2022;9;01-1-86680;;29-sep-22;9-sep-22;KYOCERA MEXICANA, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;124,38;49.471,89;0;0;49.471,89;100%;2.480,54;0;2.480,54;100%;0%;Christian Valdivia;1080637;BLA_CONVERSION_INV;01-1-86680;Multi-Industry (Others);Other;All Others;;;;01-1-86680;;;KYOCERA MEXICANA, S.A. DE C.V.;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86681;623;;2022;9;01-1-86681;;29-sep-22;9-sep-22;KYOCERA MEXICANA, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;124,38;49.471,89;0;0;49.471,89;100%;2.480,54;0;2.480,54;100%;0%;Christian Valdivia;1080637;BLA_CONVERSION_INV;01-1-86681;Multi-Industry (Others);Other;All Others;;;;01-1-86681;;;KYOCERA MEXICANA, S.A. DE C.V.;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86682;623;;2022;9;01-1-86682;;29-sep-22;9-sep-22;DATAPRODUCTS IMAGING SOLUTIONS, SA DE CV;1220;;;;Data Conversion Opening balance;1;;46,97;18.682,54;0;0;18.682,54;100%;936,75;0;936,75;100%;0%;Samantha Acevedo;1080616;BLA_CONVERSION_INV;01-1-86682;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86682;;;DATAPRODUCTS IMAGING SOLUTIONS, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86683;623;;2022;9;01-1-86683;;29-sep-22;9-sep-22;CHROMALLOY, SA DE CV;1220;;;;Data Conversion Opening balance;1;;57,5;22.871,18;0;0;22.871,18;100%;1.146,77;0;1.146,77;100%;0%;David Oceguera;1080645;BLA_CONVERSION_INV;01-1-86683;Automotive;Autoparts;Anodized and Platined;;;;01-1-86683;;;CHROMALLOY, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86684;623;;2022;9;01-1-86684;;29-sep-22;9-sep-22;DATAPRODUCTS IMAGING SOLUTIONS, SA DE CV;1220;;;;Data Conversion Opening balance;1;;43,57;17.330,34;0;0;17.330,34;100%;868,95;0;868,95;100%;0%;Samantha Acevedo;1080616;BLA_CONVERSION_INV;01-1-86684;Multi-Industry (Others);Metal Working;Metal Working Others;;;;01-1-86684;;;DATAPRODUCTS IMAGING SOLUTIONS, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86685;623;;2022;9;01-1-86685;;29-sep-22;9-sep-22;FABRICA DE PAPEL SAN FRANCISCO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;22,74;9.046,60;0;0;9.046,60;100%;453,6;0;453,6;100%;0%;Samantha Acevedo;1080529;BLA_CONVERSION_INV;01-1-86685;Multi-Industry (Others);Other;All Others;;;;01-1-86685;;;FABRICA DE PAPEL SAN FRANCISCO, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86687;623;;2022;9;01-1-86687;;29-sep-22;9-sep-22;HYUNDAI DE MEXICO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;474,69;188.813,24;0;0;188.813,24;100%;9.467,17;0;9.467,17;100%;0%;David Oceguera;1080716;BLA_CONVERSION_INV;01-1-86687;Automotive;Tier 1;Automotive Purge & Dilution Solvents;;;;01-1-86687;;;HYUNDAI DE MEXICO, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86688;623;;2022;9;01-1-86688;;29-sep-22;9-sep-22;EDN MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;30,45;12.213,79;0;0;12.213,79;100%;607,39;0;607,39;100%;0%;Samantha Acevedo;1080627;BLA_CONVERSION_INV;01-1-86688;Multi-Industry (Others);Metal Working;Fabricated metal products;;;;01-1-86688;;;EDN MEXICO, S DE RL DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86689;623;;2022;9;01-1-86689;;29-sep-22;9-sep-22;EDN MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;24,27;9.654,09;0;0;9.654,09;100%;484,06;0;484,06;100%;0%;Samantha Acevedo;1080627;BLA_CONVERSION_INV;01-1-86689;Multi-Industry (Others);Metal Working;Fabricated metal products;;;;01-1-86689;;;EDN MEXICO, S DE RL DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86690;623;;2022;9;01-1-86690;;29-sep-22;9-sep-22;INTERIORES AEREOS, SA. DE CV.;1220;;;;Data Conversion Opening balance;1;;633,01;251.788,41;0;0;251.788,41;100%;12.624,77;0;12.624,77;100%;0%;David Oceguera;1080759;BLA_CONVERSION_INV;01-1-86690;Automotive;Autoparts;Anodized and Platined;;;;01-1-86690;;;INTERIORES AEREOS, SA. DE CV.;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86691;623;;2022;9;01-1-86691;;29-sep-22;9-sep-22;AUTOMOTIVE LIGHTING LLC;1220;;;;Data Conversion Opening balance;1;;267,09;106.239,29;0;0;106.239,29;100%;5.326,88;0;5.326,88;100%;0%;David Oceguera;1080692;BLA_CONVERSION_INV;01-1-86691;Automotive;Automotive Plastics;Compounders & Auto parts;;;;01-1-86691;;;AUTOMOTIVE LIGHTING LLC;AMERICA;;USD;19,944;;LINE;0;0;;??;;;
01-1-86692;623;;2022;9;01-1-86692;;29-sep-22;9-sep-22;CHROMALLOY, SA DE CV;1220;;;;Data Conversion Opening balance;1;;8,66;3.446,32;0;0;3.446,32;100%;172,8;0;172,8;100%;0%;David Oceguera;1080645;BLA_CONVERSION_INV;01-1-86692;Automotive;Autoparts;Anodized and Platined;;;;01-1-86692;;;CHROMALLOY, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86693;623;;2022;9;01-1-86693;;29-sep-22;9-sep-22;CHROMALLOY, SA DE CV;1220;;;;Data Conversion Opening balance;1;;16,68;6.634,17;0;0;6.634,17;100%;332,64;0;332,64;100%;0%;David Oceguera;1080645;BLA_CONVERSION_INV;01-1-86693;Automotive;Autoparts;Anodized and Platined;;;;01-1-86693;;;CHROMALLOY, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86694;623;;2022;9;01-1-86694;;29-sep-22;9-sep-22;CHROMALLOY, SA DE CV;1220;;;;Data Conversion Opening balance;1;;25,56;10.164,86;0;0;10.164,86;100%;509,67;0;509,67;100%;0%;David Oceguera;1080645;BLA_CONVERSION_INV;01-1-86694;Automotive;Autoparts;Anodized and Platined;;;;01-1-86694;;;CHROMALLOY, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86695;623;;2022;9;01-1-86695;;29-sep-22;9-sep-22;PROMOTORA AGRICOLA EL TORO, SA DE CV;1220;;;;Data Conversion Opening balance;1;;150,16;59.728,29;0;0;59.728,29;100%;2.994,80;0;2.994,80;100%;0%;OFICINA;1080802;BLA_CONVERSION_INV;01-1-86695;Agro;Agro;Agriculture;;;;01-1-86695;;;PROMOTORA AGRICOLA EL TORO, SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86696;623;;2022;9;01-1-86696;;29-sep-22;9-sep-22;TRELLEBORG PIPE SEALS TIJUANA SA DE CV;1220;;;;Data Conversion Opening balance;1;;22,64;9.003,52;0;0;9.003,52;100%;451,44;0;451,44;100%;0%;Marco Montes;1080558;BLA_CONVERSION_INV;01-1-86696;Polymers;Plastics;Injection moulding;;;;01-1-86696;;;TRELLEBORG PIPE SEALS TIJUANA SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86697;623;;2022;9;01-1-86697;;29-sep-22;9-sep-22;ESPECIALIDADES MEDICAS KENMEX SA DE CV;1220;;;;Data Conversion Opening balance;1;;265,9;105.765,03;0;0;105.765,03;100%;5.303,10;0;5.303,10;100%;0%;David Oceguera;1080742;BLA_CONVERSION_INV;01-1-86697;Polymers;Plastics;Injection moulding;;;;01-1-86697;;;ESPECIALIDADES MEDICAS KENMEX SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86698;623;;2022;9;01-1-86698;;29-sep-22;9-sep-22;PARKER INDUSTRIAL, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;138,62;55.138,98;0;0;55.138,98;100%;2.764,69;0;2.764,69;100%;0%;David Oceguera;1080568;BLA_CONVERSION_INV;01-1-86698;Polymers;Plastics;Injection moulding;;;;01-1-86698;;;PARKER INDUSTRIAL, S DE RL DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
01-1-86699;623;;2022;9;01-1-86699;;29-sep-22;9-sep-22;NPA DE MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;48,33;19.224,02;0;0;19.224,02;100%;963,9;0;963,9;100%;0%;David Oceguera;1080681;BLA_CONVERSION_INV;01-1-86699;Polymers;Plastics;Injection moulding;;;;01-1-86699;;;NPA DE MEXICO, S DE RL DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
