                                                                                                                                                          HISTORY OF SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Customer;;;;;;;;;;;;;Report Date;10/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Item;;;;;;;;;;;;;User;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salesrep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start Date;1/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Date;10/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sales Order #;Org Id;Warehouse Id;Year;Month;Invoice Number;Document Number;Invoice GL Date;Invoice Date;Customer Name;Cost Center;Major;Minor;Unique;Item (Product);Quantity Invoiced;U of M;Local Unit Selling Price;Local Sales Amount;Local Unit Cost;Local Fiscal Cost;Local Gross Profit;Gross Profit Margin %;USD Sales Amt;USD Cost of Goods;USD Gross Profit;USD Gross Profit Margin %;VAT;Slsrep Name;Customer #;Tran Type;Sales Order #;IBU;Group IBU;Sub IBU;Pack Code;Purchase Order Info;Item (Product) Code;REFERENCE;Dispatch Date;Dispatch Customer;Dispatch Cust Name;Dispatch Destination;Controlled Product;Currency;Exchange Rate Usd;Incoterm;Line Type;Quantity in KG;UoM Conversion;Transaction Date;Fiscal Number;;;
10-1-24751;604;;2022;9;10-1-24751;;29-sep-22;6-sep-22;AJEMEX, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;160,81;64.133,82;0;0;64.133,82;100%;3.221,46;0;3.221,46;100%;0%;Hector Avila;1083970;BLA_CONVERSION_INV;10-1-24751;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24751;;;AJEMEX, S.A. DE C.V.;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
10-1-24752;604;;2022;9;10-1-24752;;29-sep-22;6-sep-22;FABPSA DIVISION NO CARNICOS SA DE CV;1220;;;;Data Conversion Opening balance;1;;35,58;14.188,90;0;0;14.188,90;100%;710,5;0;710,5;100%;0%;Angelina Araujo;1083525;BLA_CONVERSION_INV;10-1-24752;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24752;;;FABPSA DIVISION NO CARNICOS SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
10-1-24753;604;;2022;9;10-1-24753;;29-sep-22;6-sep-22;SALCHICHAS Y JAMONES DE MEXICO SA DE CV;1220;;;;Data Conversion Opening balance;1;;20,24;8.070,00;0;0;8.070,00;100%;404,1;0;404,1;100%;0%;Angelina Araujo;1085095;BLA_CONVERSION_INV;10-1-24753;Food & Nutrition;MEAT, POULTRY & FISH;MEAT & POULTRY;;;;10-1-24753;;;SALCHICHAS Y JAMONES DE MEXICO SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
10-1-24754;604;;2022;9;10-1-24754;;29-sep-22;6-sep-22;MOLINOS AZTECA SA DE CV;1220;;;;Data Conversion Opening balance;1;;784,16;312.734,90;0;0;312.734,90;100%;15.660,00;0;15.660,00;100%;0%;Hector Avila;1083411;BLA_CONVERSION_INV;10-1-24754;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24754;;;MOLINOS AZTECA SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
10-1-24755;604;;2022;9;10-1-24755;;29-sep-22;6-sep-22;TAKASAGO DE MEXICO SA DE CV;1220;;;;Data Conversion Opening balance;1;;44,45;17.728,83;0;0;17.728,83;100%;887,76;0;887,76;100%;0%;Evangelina Palacios;1084516;BLA_CONVERSION_INV;10-1-24755;Food & Nutrition;INGREDIENT PRODUCER;FLAVOUR HOUSES;;;;10-1-24755;;;TAKASAGO DE MEXICO SA DE CV;MEXICO;;USD;19,9703;;LINE;0;0;;??;;;
10-1-24756;604;;2022;9;10-1-24756;;29-sep-22;8-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;194,66;76.993,23;0;0;76.993,23;100%;3.871,38;0;3.871,38;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24756;Care;Personal Care;Personal Care;;;;10-1-24756;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24757;604;;2022;9;10-1-24757;;29-sep-22;8-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;194,66;76.993,23;0;0;76.993,23;100%;3.871,38;0;3.871,38;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24757;Care;Personal Care;Personal Care;;;;10-1-24757;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24758;604;;2022;9;10-1-24758;;29-sep-22;8-sep-22;MONDELEZ MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;1.066,07;422.657,75;0;0;422.657,75;100%;22.201,83;0;22.201,83;100%;0%;Jorge Carranza;1084449;BLA_CONVERSION_INV;10-1-24758;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24758;;;MONDELEZ MEXICO, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24759;604;;2022;9;10-1-24759;;29-sep-22;8-sep-22;MONDELEZ MEXICO, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;311,44;123.181,85;0;0;123.181,85;100%;6.193,84;0;6.193,84;100%;0%;Jorge Carranza;1084449;BLA_CONVERSION_INV;10-1-24759;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24759;;;MONDELEZ MEXICO, S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24760;604;;2022;9;10-1-24760;;29-sep-22;8-sep-22;STANHOME DE MEXICO, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;89,68;35.469,89;0;0;35.469,89;100%;1.783,50;0;1.783,50;100%;0%;Karla Flores;1084959;BLA_CONVERSION_INV;10-1-24760;Care;Personal Care;Cosmetics;;;;10-1-24760;;;STANHOME DE MEXICO, S.A. DE C.V.;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24761;604;;2022;9;10-1-24761;;29-sep-22;8-sep-22;INDUSTRIAS ALIMENTICIAS FABP SA DE CV;1220;;;;Data Conversion Opening balance;1;;13,12;5.190,72;0;0;5.190,72;100%;261;0;261;100%;0%;Angelina Araujo;1083738;BLA_CONVERSION_INV;10-1-24761;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24761;;;INDUSTRIAS ALIMENTICIAS FABP SA DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24763;604;;2022;9;10-1-24763;;29-sep-22;8-sep-22;MAX CARE SA DE CV;1220;;;;Data Conversion Opening balance;1;;30,62;12.211,67;0;0;12.211,67;100%;609;0;609;100%;0%;Diego Martínez;1083414;BLA_CONVERSION_INV;10-1-24763;Care;Personal Care;Personal Care;;;;10-1-24763;;;MAX CARE SA DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24764;604;;2022;9;10-1-24764;;29-sep-22;8-sep-22;KIMPEN SA DE CV;1220;;;;Data Conversion Opening balance;1;;81,07;32.067,09;0;0;32.067,09;100%;1.612,40;0;1.612,40;100%;0%;Hector Avila;1084263;BLA_CONVERSION_INV;10-1-24764;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24764;;;KIMPEN SA DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24765;604;;2022;9;10-1-24765;;29-sep-22;8-sep-22;KIMPEN SA DE CV;1220;;;;Data Conversion Opening balance;1;;48,99;19.378,67;0;0;19.378,67;100%;974,4;0;974,4;100%;0%;Hector Avila;1084263;BLA_CONVERSION_INV;10-1-24765;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24765;;;KIMPEN SA DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24766;604;;2022;9;10-1-24766;;29-sep-22;8-sep-22;PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;446,79;176.715,04;0;0;176.715,04;100%;8.885,60;0;8.885,60;100%;0%;María Sánchez;1083958;BLA_CONVERSION_INV;10-1-24766;Care;Personal Care;Personal Care;;;;10-1-24766;;;PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV;MEXICO;;USD;19,8878;;LINE;0;0;;??;;;
10-1-24767;604;;2022;9;10-1-24767;;29-sep-22;9-sep-22;HENKEL CAPITAL SA DE CV;1220;;;;Data Conversion Opening balance;1;;568,57;226.156,58;0;0;226.156,58;100%;11.339,58;0;11.339,58;100%;0%;Diana Cruz;1083818;BLA_CONVERSION_INV;10-1-24767;ACES;Adhesives/Sealants;Adhesives;;;;10-1-24767;;;HENKEL CAPITAL SA DE CV;MEXICO;;USD;19,944;;LINE;0;0;;??;;;
10-1-24768;604;;2022;9;10-1-24768;;29-sep-22;10-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;181,88;72.305,25;0;0;72.305,25;100%;3.626,45;0;3.626,45;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24768;Care;Personal Care;Personal Care;;;;10-1-24768;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24769;604;;2022;9;10-1-24769;;29-sep-22;10-sep-22;COSBEL SA DE CV;1220;;;;Data Conversion Opening balance;1;;231.005,88;231.005,88;0;0;231.005,88;100%;11.586,04;0;11.586,04;100%;0%;Diego Martínez;1084989;BLA_CONVERSION_INV;10-1-24769;Care;Personal Care;Cosmetics;;;;10-1-24769;;;COSBEL SA DE CV;MEXICO;;MXN;19,9383;;LINE;0;0;;??;;;
10-1-24770;604;;2022;9;10-1-24770;;29-sep-22;10-sep-22;MCCORMICK PESA SA DE CV;1220;;;;Data Conversion Opening balance;1;;84,45;33.571,31;0;0;33.571,31;100%;1.683,76;0;1.683,76;100%;0%;Hector Avila;1083318;BLA_CONVERSION_INV;10-1-24770;Food & Nutrition;INGREDIENT PRODUCER;OTHER INGREDIENT PRODUCERS;;;;10-1-24770;;;MCCORMICK PESA SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24771;604;;2022;9;10-1-24771;;29-sep-22;10-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;532,2;221.569,69;0;0;221.569,69;100%;10.611,22;0;10.611,22;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24771;Care;Personal Care;Personal Care;;;;10-1-24771;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24772;604;;2022;9;10-1-24772;;29-sep-22;10-sep-22;PURATOS DE MEXICO,SA DE CV;1220;;;;Data Conversion Opening balance;1;;424,44;168.731,05;0;0;168.731,05;100%;8.462,66;0;8.462,66;100%;0%;Angelina Araujo;1084327;BLA_CONVERSION_INV;10-1-24772;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24772;;;PURATOS DE MEXICO,SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24773;604;;2022;9;10-1-24773;;29-sep-22;10-sep-22;LUCTA MEXICANA;1220;;;;Data Conversion Opening balance;1;;38,4;15.264,76;0;0;15.264,76;100%;765,6;0;765,6;100%;0%;Hector Avila;1084745;BLA_CONVERSION_INV;10-1-24773;Food & Nutrition;INGREDIENT PRODUCER;FLAVOUR HOUSES;;;;10-1-24773;;;LUCTA MEXICANA;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24774;604;;2022;9;10-1-24774;;29-sep-22;10-sep-22;MOLINOS AZTECA DE CHALCO;1220;;;;Data Conversion Opening balance;1;;859,31;341.606,88;0;0;341.606,88;100%;17.133,20;0;17.133,20;100%;0%;Hector Avila;1083397;BLA_CONVERSION_INV;10-1-24774;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24774;;;MOLINOS AZTECA DE CHALCO;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24775;604;;2022;9;10-1-24775;;29-sep-22;10-sep-22;MOLINOS AZTECA DE CHALCO;1220;;;;Data Conversion Opening balance;1;;431,69;171.612,94;0;0;171.612,94;100%;8.607,20;0;8.607,20;100%;0%;Hector Avila;1083397;BLA_CONVERSION_INV;10-1-24775;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24775;;;MOLINOS AZTECA DE CHALCO;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24776;604;;2022;9;10-1-24776;;29-sep-22;10-sep-22;EMBOTELLADORAS BEPENSA SA DE CV;1220;;;;Data Conversion Opening balance;1;;229,63;87.309,82;0;0;87.309,82;100%;4.379,00;0;4.379,00;100%;0%;Hector Avila;1083356;BLA_CONVERSION_INV;10-1-24776;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24776;;;EMBOTELLADORAS BEPENSA SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24778;604;;2022;9;10-1-24778;;29-sep-22;10-sep-22;IBERCHEM MEXICO SA DE CV;1220;;;;Data Conversion Opening balance;1;;558,52;222.032,91;0;0;222.032,91;100%;11.136,00;0;11.136,00;100%;0%;Angelina Araujo;1084407;BLA_CONVERSION_INV;10-1-24778;Food & Nutrition;INGREDIENT PRODUCER;FLAVOUR HOUSES;;;;10-1-24778;;;IBERCHEM MEXICO SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24780;604;;2022;9;10-1-24780;;29-sep-22;10-sep-22;AMCO INTERNACIONAL S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;1.117,05;444.065,82;0;0;444.065,82;100%;22.272,00;0;22.272,00;100%;0%;GERENCIA;1084236;BLA_CONVERSION_INV;10-1-24780;Intercompany;BLA;BLA Companies;;;;10-1-24780;;;AMCO INTERNACIONAL S.A. DE C.V.;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24781;604;;2022;9;10-1-24781;;29-sep-22;10-sep-22;AMCO INTERNACIONAL S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;6,98;2.775,41;0;0;2.775,41;100%;139,2;0;139,2;100%;0%;GERENCIA;1084236;BLA_CONVERSION_INV;10-1-24781;Intercompany;BLA;BLA Companies;;;;10-1-24781;;;AMCO INTERNACIONAL S.A. DE C.V.;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24782;604;;2022;9;10-1-24782;;29-sep-22;10-sep-22;CHUPALETAS SA DE CV;1220;;;;Data Conversion Opening balance;1;;38,4;15.264,76;0;0;15.264,76;100%;765,6;0;765,6;100%;0%;César Martínez;1083566;BLA_CONVERSION_INV;10-1-24782;Food & Nutrition;CHOCOLATE & CONFECTIONARY;CHOCOLATE & CONFECTIONARY;;;;10-1-24782;;;CHUPALETAS SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24783;604;;2022;9;10-1-24783;;29-sep-22;10-sep-22;MCCORMICK PESA SA DE CV;1220;;;;Data Conversion Opening balance;1;;84;33.393,66;0;0;33.393,66;100%;1.674,85;0;1.674,85;100%;0%;Hector Avila;1083318;BLA_CONVERSION_INV;10-1-24783;Food & Nutrition;INGREDIENT PRODUCER;OTHER INGREDIENT PRODUCERS;;;;10-1-24783;;;MCCORMICK PESA SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24784;604;;2022;9;10-1-24784;;29-sep-22;10-sep-22;COLORANTES Y ALIMENTOS DE MONTERREY, S.A. DE C.V.;1220;;;;Data Conversion Opening balance;1;;198,28;78.822,68;0;0;78.822,68;100%;3.953,28;0;3.953,28;100%;0%;Erika Garcia;1085037;BLA_CONVERSION_INV;10-1-24784;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24784;;;COLORANTES Y ALIMENTOS DE MONTERREY, S.A. DE C.V.;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24786;604;;2022;9;10-1-24786;;29-sep-22;10-sep-22;PRIMAK INTERNATIONAL SA DE CV;1220;;;;Data Conversion Opening balance;1;;1.317,77;523.858,89;0;0;523.858,89;100%;26.274,00;0;26.274,00;100%;0%;César Martínez;1084093;BLA_CONVERSION_INV;10-1-24786;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24786;;;PRIMAK INTERNATIONAL SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24789;604;;2022;9;10-1-24789;;29-sep-22;10-sep-22;GANADEROS PRODUCTORES DE LECHE PURA, S.A.P.I. DE C.V.;1220;;;;Data Conversion Opening balance;1;;1.803,56;716.981,27;0;0;716.981,27;100%;35.960,00;0;35.960,00;100%;0%;Angelina Araujo;1083773;BLA_CONVERSION_INV;10-1-24789;Food & Nutrition;DAIRY & ICE CREAM;DAIRY CONSUMER PRODUCTS;;;;10-1-24789;;;GANADEROS PRODUCTORES DE LECHE PURA, S.A.P.I. DE C.V.;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24790;604;;2022;9;10-1-24790;;29-sep-22;10-sep-22;FABPSA DIVISION NO CARNICOS SA DE CV;1220;;;;Data Conversion Opening balance;1;;244,35;97.139,40;0;0;97.139,40;100%;4.872,00;0;4.872,00;100%;0%;Angelina Araujo;1083525;BLA_CONVERSION_INV;10-1-24790;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24790;;;FABPSA DIVISION NO CARNICOS SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24791;604;;2022;9;10-1-24791;;29-sep-22;10-sep-22;FABPSA DIVISION NO CARNICOS SA DE CV;1220;;;;Data Conversion Opening balance;1;;244,35;97.139,40;0;0;97.139,40;100%;4.872,00;0;4.872,00;100%;0%;Angelina Araujo;1083525;BLA_CONVERSION_INV;10-1-24791;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24791;;;FABPSA DIVISION NO CARNICOS SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24792;604;;2022;9;10-1-24792;;29-sep-22;10-sep-22;INDUSTRIAS ALIMENTICIAS FABP SA DE CV;1220;;;;Data Conversion Opening balance;1;;133,52;53.079,74;0;0;53.079,74;100%;2.662,20;0;2.662,20;100%;0%;Angelina Araujo;1083738;BLA_CONVERSION_INV;10-1-24792;Food & Nutrition;INGREDIENT PRODUCER;BLENDERS OTHERS;;;;10-1-24792;;;INDUSTRIAS ALIMENTICIAS FABP SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24793;604;;2022;9;10-1-24793;;29-sep-22;10-sep-22;HENKEL CAPITAL SA DE CV;1220;;;;Data Conversion Opening balance;1;;146,73;58.330,29;0;0;58.330,29;100%;2.925,54;0;2.925,54;100%;0%;Diana Cruz;1083818;BLA_CONVERSION_INV;10-1-24793;ACES;Adhesives/Sealants;Adhesives;;;;10-1-24793;;;HENKEL CAPITAL SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24794;604;;2022;9;10-1-24794;;29-sep-22;10-sep-22;COSBEL SA DE CV;1220;;;;Data Conversion Opening balance;1;;111.991,41;111.991,41;0;0;111.991,41;100%;5.616,90;0;5.616,90;100%;0%;Diego Martínez;1084989;BLA_CONVERSION_INV;10-1-24794;Care;Personal Care;Cosmetics;;;;10-1-24794;;;COSBEL SA DE CV;MEXICO;;MXN;19,9383;;LINE;0;0;;??;;;
10-1-24795;604;;2022;9;10-1-24795;;29-sep-22;10-sep-22;KERRY INGREDIENTS (DE MEXICO) SA DE CV;1220;;;;Data Conversion Opening balance;1;;57,6;22.897,14;0;0;22.897,14;100%;1.148,40;0;1.148,40;100%;0%;Jorge Carranza;1084433;BLA_CONVERSION_INV;10-1-24795;Food & Nutrition;INGREDIENT PRODUCER;OTHER INGREDIENT PRODUCERS;;;;10-1-24795;;;KERRY INGREDIENTS (DE MEXICO) SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24796;604;;2022;9;10-1-24796;;29-sep-22;10-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;750,85;298.489,71;0;0;298.489,71;100%;14.970,67;0;14.970,67;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24796;Care;Personal Care;Personal Care;;;;10-1-24796;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24797;604;;2022;9;10-1-24797;;29-sep-22;10-sep-22;UNILEVER MANUFACTURERA, S DE RL DE CV;1220;;;;Data Conversion Opening balance;1;;354,89;141.083,41;0;0;141.083,41;100%;7.076,00;0;7.076,00;100%;0%;María Sánchez;1084313;BLA_CONVERSION_INV;10-1-24797;Care;Personal Care;Personal Care;;;;10-1-24797;;;UNILEVER MANUFACTURERA, S DE RL DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24798;604;;2022;9;10-1-24798;;29-sep-22;10-sep-22;COSBEL SA DE CV;1220;;;;Data Conversion Opening balance;1;;38.544,54;38.544,54;0;0;38.544,54;100%;1.933,19;0;1.933,19;100%;0%;Diego Martínez;1084989;BLA_CONVERSION_INV;10-1-24798;Care;Personal Care;Cosmetics;;;;10-1-24798;;;COSBEL SA DE CV;MEXICO;;MXN;19,9383;;LINE;0;0;;??;;;
10-1-24799;604;;2022;9;10-1-24799;;29-sep-22;10-sep-22;MOLINOS AZTECA DE VERACRUZ SA DE CV;1220;;;;Data Conversion Opening balance;1;;2.047,92;814.120,67;0;0;814.120,67;100%;40.832,00;0;40.832,00;100%;0%;Hector Avila;1084623;BLA_CONVERSION_INV;10-1-24799;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24799;;;MOLINOS AZTECA DE VERACRUZ SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24800;604;;2022;9;10-1-24800;;29-sep-22;10-sep-22;MACDERMID DE MEXICO SA. DE CV;1220;;;;Data Conversion Opening balance;1;;318,53;126.628,14;0;0;126.628,14;100%;6.351,00;0;6.351,00;100%;0%;María Sánchez;1083602;BLA_CONVERSION_INV;10-1-24800;Care;Cleaning;Cleaning Others;;;;10-1-24800;;;MACDERMID DE MEXICO SA. DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24801;604;;2022;9;10-1-24801;;29-sep-22;10-sep-22;KIMPEN SA DE CV;1220;;;;Data Conversion Opening balance;1;;116,36;46.256,86;0;0;46.256,86;100%;2.320,00;0;2.320,00;100%;0%;Hector Avila;1084263;BLA_CONVERSION_INV;10-1-24801;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24801;;;KIMPEN SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24802;604;;2022;9;10-1-24802;;29-sep-22;10-sep-22;KIMPEN SA DE CV;1220;;;;Data Conversion Opening balance;1;;80,87;32.248,51;0;0;32.248,51;100%;1.612,40;0;1.612,40;100%;0%;Hector Avila;1084263;BLA_CONVERSION_INV;10-1-24802;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24802;;;KIMPEN SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24803;604;;2022;9;10-1-24803;;29-sep-22;10-sep-22;MEXOCHEM CORPORATIVO SA DE CV;1220;;;;Data Conversion Opening balance;1;;30,54;12.242,42;0;0;12.242,42;100%;609;0;609;100%;0%;Sofia Cruz;1083442;BLA_CONVERSION_INV;10-1-24803;Chemical Synthesis;Chemical Synthesis;Chemical Synthesis Others;;;;10-1-24803;;;MEXOCHEM CORPORATIVO SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24804;604;;2022;9;10-1-24804;;29-sep-22;10-sep-22;MEXOCHEM CORPORATIVO SA DE CV;1220;;;;Data Conversion Opening balance;1;;94,25;37.468,05;0;0;37.468,05;100%;1.879,20;0;1.879,20;100%;0%;Sofia Cruz;1083442;BLA_CONVERSION_INV;10-1-24804;Chemical Synthesis;Chemical Synthesis;Chemical Synthesis Others;;;;10-1-24804;;;MEXOCHEM CORPORATIVO SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24805;604;;2022;9;10-1-24805;;29-sep-22;10-sep-22;JUGOS DEL VALLE SAPI DE CV;1220;;;;Data Conversion Opening balance;1;;330,46;131.369,47;0;0;131.369,47;100%;6.588,80;0;6.588,80;100%;0%;Hector Avila;1083459;BLA_CONVERSION_INV;10-1-24805;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24805;;;JUGOS DEL VALLE SAPI DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24806;604;;2022;9;10-1-24806;;29-sep-22;10-sep-22;INDUSTRIA ENVASADORA DE QUERETARO,SA DE CV;1220;;;;Data Conversion Opening balance;1;;189,08;75.167,39;0;0;75.167,39;100%;3.770,00;0;3.770,00;100%;0%;Jorge Carranza;1083664;BLA_CONVERSION_INV;10-1-24806;Food & Nutrition;BEVERAGES;NON-ALCOHOLIC BEVERAGES;;;;10-1-24806;;;INDUSTRIA ENVASADORA DE QUERETARO,SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24807;604;;2022;9;10-1-24807;;29-sep-22;10-sep-22;MCCORMICK PESA SA DE CV;1220;;;;Data Conversion Opening balance;1;;84,45;33.571,31;0;0;33.571,31;100%;1.683,76;0;1.683,76;100%;0%;Hector Avila;1083318;BLA_CONVERSION_INV;10-1-24807;Food & Nutrition;INGREDIENT PRODUCER;OTHER INGREDIENT PRODUCERS;;;;10-1-24807;;;MCCORMICK PESA SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
10-1-24809;604;;2022;9;10-1-24809;;29-sep-22;10-sep-22;MOLINOS AZTECA DE VERACRUZ SA DE CV;1220;;;;Data Conversion Opening balance;1;;1.358,57;540.079,50;0;0;540.079,50;100%;27.087,54;0;27.087,54;100%;0%;Hector Avila;1084623;BLA_CONVERSION_INV;10-1-24809;Food & Nutrition;BAKERY & BREAD;BAKERY MIX BLENDERS;;;;10-1-24809;;;MOLINOS AZTECA DE VERACRUZ SA DE CV;MEXICO;;USD;19,9383;;LINE;0;0;;??;;;
